feedback_id,customer_id,product,category,feedback_text,rating,sentiment,satisfaction_score,date,region,customer_type,feedback_text_cleaned,tokens,tokens_no_stopwords,tokens_lemmatized,feedback_processed
FB1871,CUST7110,Product C,Features,"Average experience. Some features work well, others don't.",3,Neutral,51,2025-01-05,East,New,"average experience. some features work well, others dont.","['average', 'experience', '.', 'some', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'feature', 'work', 'well', ',', 'others', 'dont', '.']","average experience . feature work well , others dont ."
FB1872,CUST1085,Product D,Delivery,Poor customer service. They didn't respond to my complaints.,2,Negative,19,2023-12-18,South,Premium,poor customer service. they didnt respond to my complaints.,"['poor', 'customer', 'service', '.', 'they', 'didnt', 'respond', 'to', 'my', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaint', '.']",poor customer service . didnt respond complaint .
FB1873,CUST5902,Product C,Features,Complete waste of money. Very unsatisfied.,1,Negative,21,2025-06-17,South,Premium,complete waste of money. very unsatisfied.,"['complete', 'waste', 'of', 'money', '.', 'very', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']",complete waste money . unsatisfied .
FB1874,CUST9461,Product E,Customer Service,Terrible experience. The product doesn't work as advertised.,1,Negative,20,2024-11-20,East,Returning,terrible experience. the product doesnt work as advertised.,"['terrible', 'experience', '.', 'the', 'product', 'doesnt', 'work', 'as', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']",terrible experience . product doesnt work advertised .
FB1875,CUST2511,Product A,Pricing,Five stars! The quality is superb and the price is reasonable.,5,Positive,82,2024-02-08,South,Returning,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1876,CUST9502,Product D,Delivery,I love this product! It's exactly what I needed.,5,Positive,98,2024-06-06,West,Premium,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1877,CUST3668,Product B,User Experience,"It's fine, works as expected but nothing exceptional.",3,Neutral,63,2025-01-06,South,Returning,"its fine, works as expected but nothing exceptional.","['its', 'fine', ',', 'works', 'as', 'expected', 'but', 'nothing', 'exceptional', '.']","['fine', ',', 'works', 'expected', 'nothing', 'exceptional', '.']","['fine', ',', 'work', 'expected', 'nothing', 'exceptional', '.']","fine , work expected nothing exceptional ."
FB1878,CUST8461,Product D,Product Quality,Very happy with my purchase. Great product!,4,Positive,86,2025-10-28,South,Premium,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1879,CUST7694,Product A,Product Quality,"Average experience. Some features work well, others don't.",3,Neutral,69,2024-11-12,East,Premium,"average experience. some features work well, others dont.","['average', 'experience', '.', 'some', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'feature', 'work', 'well', ',', 'others', 'dont', '.']","average experience . feature work well , others dont ."
FB1880,CUST5995,Product C,Delivery,Great value for money. Highly recommend to everyone!,4,Positive,91,2024-08-22,East,Returning,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1881,CUST5999,Product C,Customer Service,The delivery took too long and the product was damaged.,2,Negative,11,2023-11-28,South,Premium,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1882,CUST1732,Product D,Pricing,Very happy with my purchase. Great product!,5,Positive,82,2025-03-14,East,Premium,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1883,CUST3175,Product B,User Experience,The experience was okay. Some issues but manageable.,3,Neutral,65,2025-02-05,West,Returning,the experience was okay. some issues but manageable.,"['the', 'experience', 'was', 'okay', '.', 'some', 'issues', 'but', 'manageable', '.']","['experience', 'okay', '.', 'issues', 'manageable', '.']","['experience', 'okay', '.', 'issue', 'manageable', '.']",experience okay . issue manageable .
FB1884,CUST7711,Product D,Customer Service,I love this product! It's exactly what I needed.,4,Positive,99,2025-09-13,West,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1885,CUST2450,Product B,Features,Fantastic! Will definitely order again.,5,Positive,100,2025-05-06,North,Premium,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1886,CUST2395,Product B,User Experience,Overpriced and low quality. Would not recommend.,1,Negative,30,2025-08-06,North,Premium,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1887,CUST9713,Product B,Product Quality,Fantastic! Will definitely order again.,4,Positive,83,2025-04-17,East,New,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1888,CUST2386,Product E,User Experience,Acceptable product but room for improvement in several areas.,3,Neutral,64,2024-07-08,East,Returning,acceptable product but room for improvement in several areas.,"['acceptable', 'product', 'but', 'room', 'for', 'improvement', 'in', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'area', '.']",acceptable product room improvement several area .
FB1889,CUST3957,Product D,Product Quality,Excellent product! Really satisfied with the quality and service.,5,Positive,93,2025-06-25,East,Returning,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1890,CUST3359,Product B,Delivery,Amazing experience! The product exceeded my expectations.,4,Positive,89,2024-07-20,North,New,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1891,CUST6329,Product B,Product Quality,It's decent but could be better. Price is fair.,3,Neutral,51,2024-09-09,North,Returning,its decent but could be better. price is fair.,"['its', 'decent', 'but', 'could', 'be', 'better', '.', 'price', 'is', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']",decent could better . price fair .
FB1892,CUST5225,Product D,Product Quality,Great value for money. Highly recommend to everyone!,5,Positive,90,2024-12-03,North,New,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1893,CUST9333,Product E,Pricing,The product quality is subpar and doesn't meet expectations.,1,Negative,25,2024-07-02,North,Returning,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1894,CUST8932,Product A,Pricing,Very happy with my purchase. Great product!,5,Positive,82,2024-01-01,South,New,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1895,CUST3057,Product C,User Experience,The product quality is subpar and doesn't meet expectations.,1,Negative,17,2024-08-01,West,Returning,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1896,CUST3332,Product C,User Experience,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,56,2024-01-24,South,New,"mixed feelings. some aspects are good, others need improvement.","['mixed', 'feelings', '.', 'some', 'aspects', 'are', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feelings', '.', 'aspects', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feeling', '.', 'aspect', 'good', ',', 'others', 'need', 'improvement', '.']","mixed feeling . aspect good , others need improvement ."
FB1897,CUST1684,Product A,Pricing,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,64,2025-05-03,East,Premium,"mixed feelings. some aspects are good, others need improvement.","['mixed', 'feelings', '.', 'some', 'aspects', 'are', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feelings', '.', 'aspects', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feeling', '.', 'aspect', 'good', ',', 'others', 'need', 'improvement', '.']","mixed feeling . aspect good , others need improvement ."
FB1898,CUST5110,Product D,Delivery,Fantastic! Will definitely order again.,5,Positive,99,2024-04-19,South,Premium,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1899,CUST2469,Product D,Features,Great value for money. Highly recommend to everyone!,4,Positive,89,2025-04-05,North,New,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1900,CUST9270,Product C,Features,The experience was okay. Some issues but manageable.,3,Neutral,56,2025-05-22,East,Premium,the experience was okay. some issues but manageable.,"['the', 'experience', 'was', 'okay', '.', 'some', 'issues', 'but', 'manageable', '.']","['experience', 'okay', '.', 'issues', 'manageable', '.']","['experience', 'okay', '.', 'issue', 'manageable', '.']",experience okay . issue manageable .
FB1901,CUST5029,Product C,Delivery,"It's fine, works as expected but nothing exceptional.",3,Neutral,58,2024-07-24,South,Returning,"its fine, works as expected but nothing exceptional.","['its', 'fine', ',', 'works', 'as', 'expected', 'but', 'nothing', 'exceptional', '.']","['fine', ',', 'works', 'expected', 'nothing', 'exceptional', '.']","['fine', ',', 'work', 'expected', 'nothing', 'exceptional', '.']","fine , work expected nothing exceptional ."
FB1902,CUST8807,Product A,Product Quality,Great value for money. Highly recommend to everyone!,4,Positive,99,2025-07-05,South,Returning,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1903,CUST9816,Product A,Features,"It's fine, works as expected but nothing exceptional.",3,Neutral,62,2025-05-22,North,Premium,"its fine, works as expected but nothing exceptional.","['its', 'fine', ',', 'works', 'as', 'expected', 'but', 'nothing', 'exceptional', '.']","['fine', ',', 'works', 'expected', 'nothing', 'exceptional', '.']","['fine', ',', 'work', 'expected', 'nothing', 'exceptional', '.']","fine , work expected nothing exceptional ."
FB1904,CUST6783,Product D,User Experience,"It's fine, works as expected but nothing exceptional.",3,Neutral,53,2023-12-01,East,Returning,"its fine, works as expected but nothing exceptional.","['its', 'fine', ',', 'works', 'as', 'expected', 'but', 'nothing', 'exceptional', '.']","['fine', ',', 'works', 'expected', 'nothing', 'exceptional', '.']","['fine', ',', 'work', 'expected', 'nothing', 'exceptional', '.']","fine , work expected nothing exceptional ."
FB1905,CUST8580,Product C,Customer Service,"The product is okay, nothing special but does the job.",3,Neutral,53,2024-04-29,West,New,"the product is okay, nothing special but does the job.","['the', 'product', 'is', 'okay', ',', 'nothing', 'special', 'but', 'does', 'the', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","product okay , nothing special job ."
FB1906,CUST2474,Product E,Features,Overpriced and low quality. Would not recommend.,2,Negative,16,2024-06-13,East,Premium,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1907,CUST5599,Product D,Features,Fantastic! Will definitely order again.,5,Positive,81,2024-06-13,South,New,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1908,CUST5544,Product E,User Experience,The experience was okay. Some issues but manageable.,3,Neutral,53,2024-05-18,West,New,the experience was okay. some issues but manageable.,"['the', 'experience', 'was', 'okay', '.', 'some', 'issues', 'but', 'manageable', '.']","['experience', 'okay', '.', 'issues', 'manageable', '.']","['experience', 'okay', '.', 'issue', 'manageable', '.']",experience okay . issue manageable .
FB1909,CUST3101,Product A,Customer Service,The team was very helpful and professional.,4,Positive,82,2025-05-18,East,Premium,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1910,CUST1378,Product E,User Experience,Neutral feelings about this. It works but not impressive.,3,Neutral,56,2024-06-20,East,Premium,neutral feelings about this. it works but not impressive.,"['neutral', 'feelings', 'about', 'this', '.', 'it', 'works', 'but', 'not', 'impressive', '.']","['neutral', 'feelings', '.', 'works', 'impressive', '.']","['neutral', 'feeling', '.', 'work', 'impressive', '.']",neutral feeling . work impressive .
FB1911,CUST1849,Product C,Pricing,"The product is okay, nothing special but does the job.",3,Neutral,63,2025-05-26,West,Returning,"the product is okay, nothing special but does the job.","['the', 'product', 'is', 'okay', ',', 'nothing', 'special', 'but', 'does', 'the', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","product okay , nothing special job ."
FB1912,CUST9474,Product A,Features,Customer support is unhelpful and rude.,2,Negative,21,2024-03-03,South,New,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1913,CUST6181,Product A,Pricing,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,64,2024-08-10,South,Returning,"mixed feelings. some aspects are good, others need improvement.","['mixed', 'feelings', '.', 'some', 'aspects', 'are', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feelings', '.', 'aspects', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feeling', '.', 'aspect', 'good', ',', 'others', 'need', 'improvement', '.']","mixed feeling . aspect good , others need improvement ."
FB1914,CUST7943,Product A,Customer Service,"The product is okay, nothing special but does the job.",3,Neutral,57,2024-01-22,South,New,"the product is okay, nothing special but does the job.","['the', 'product', 'is', 'okay', ',', 'nothing', 'special', 'but', 'does', 'the', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","product okay , nothing special job ."
FB1915,CUST8077,Product A,User Experience,Amazing experience! The product exceeded my expectations.,4,Positive,95,2024-10-02,East,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1916,CUST6465,Product E,Customer Service,Outstanding customer service. They resolved my issue quickly.,5,Positive,81,2024-07-10,North,Premium,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1917,CUST3045,Product A,Product Quality,Amazing experience! The product exceeded my expectations.,5,Positive,98,2025-07-26,North,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1918,CUST2015,Product D,Product Quality,"Average experience. Some features work well, others don't.",3,Neutral,54,2024-09-15,East,Premium,"average experience. some features work well, others dont.","['average', 'experience', '.', 'some', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'feature', 'work', 'well', ',', 'others', 'dont', '.']","average experience . feature work well , others dont ."
FB1919,CUST1855,Product C,Pricing,Amazing experience! The product exceeded my expectations.,4,Positive,97,2025-08-02,West,New,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1920,CUST7290,Product D,Pricing,Terrible experience. The product doesn't work as advertised.,1,Negative,24,2025-07-24,North,Returning,terrible experience. the product doesnt work as advertised.,"['terrible', 'experience', '.', 'the', 'product', 'doesnt', 'work', 'as', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']",terrible experience . product doesnt work advertised .
FB1921,CUST9474,Product C,User Experience,"The product is okay, nothing special but does the job.",3,Neutral,64,2025-08-27,South,New,"the product is okay, nothing special but does the job.","['the', 'product', 'is', 'okay', ',', 'nothing', 'special', 'but', 'does', 'the', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","product okay , nothing special job ."
FB1922,CUST3064,Product E,Delivery,Amazing experience! The product exceeded my expectations.,4,Positive,98,2024-02-13,East,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1923,CUST3255,Product A,Product Quality,Customer support is unhelpful and rude.,1,Negative,17,2025-03-06,South,Returning,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1924,CUST9866,Product B,Customer Service,I love this product! It's exactly what I needed.,5,Positive,98,2025-06-20,West,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1925,CUST3369,Product A,Customer Service,I love this product! It's exactly what I needed.,4,Positive,96,2025-07-09,North,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1926,CUST6595,Product B,Features,Outstanding customer service. They resolved my issue quickly.,4,Positive,82,2024-10-17,West,Premium,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1927,CUST6499,Product E,Delivery,Acceptable product but room for improvement in several areas.,3,Neutral,60,2025-10-08,West,Returning,acceptable product but room for improvement in several areas.,"['acceptable', 'product', 'but', 'room', 'for', 'improvement', 'in', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'areas', '.']","['acceptable', 'product', 'room', 'improvement', 'several', 'area', '.']",acceptable product room improvement several area .
FB1928,CUST1060,Product B,Features,Excellent product! Really satisfied with the quality and service.,5,Positive,87,2024-04-14,South,Returning,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1929,CUST4363,Product D,Customer Service,Fantastic! Will definitely order again.,5,Positive,92,2025-07-30,North,Returning,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1930,CUST5760,Product D,Customer Service,Excellent product! Really satisfied with the quality and service.,4,Positive,84,2023-11-10,East,New,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1931,CUST5292,Product B,Delivery,The delivery was fast and the product is exactly as described.,4,Positive,87,2023-11-30,South,New,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1932,CUST3248,Product D,Features,The delivery was fast and the product is exactly as described.,4,Positive,80,2024-05-18,North,Returning,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1933,CUST3807,Product E,User Experience,Outstanding customer service. They resolved my issue quickly.,5,Positive,91,2024-06-02,West,Premium,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1934,CUST9725,Product D,Features,Great value for money. Highly recommend to everyone!,4,Positive,86,2024-01-05,East,Returning,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1935,CUST4098,Product E,Delivery,Outstanding customer service. They resolved my issue quickly.,4,Positive,99,2025-07-05,South,Returning,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1936,CUST9011,Product B,Features,The delivery was fast and the product is exactly as described.,4,Positive,96,2024-07-10,North,Returning,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1937,CUST9342,Product C,Pricing,The delivery took too long and the product was damaged.,2,Negative,34,2025-09-09,West,New,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1938,CUST9106,Product D,Delivery,Complete waste of money. Very unsatisfied.,2,Negative,32,2024-09-24,West,Premium,complete waste of money. very unsatisfied.,"['complete', 'waste', 'of', 'money', '.', 'very', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']",complete waste money . unsatisfied .
FB1939,CUST4325,Product D,Customer Service,Terrible experience. The product doesn't work as advertised.,1,Negative,38,2025-06-19,West,New,terrible experience. the product doesnt work as advertised.,"['terrible', 'experience', '.', 'the', 'product', 'doesnt', 'work', 'as', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']",terrible experience . product doesnt work advertised .
FB1940,CUST5170,Product E,Product Quality,Five stars! The quality is superb and the price is reasonable.,4,Positive,91,2024-09-08,South,New,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
